Statement_ID,Old_Observation_ID,Source_ID,text,label,
,Clark,82,"These results confirm the importance of suppliers in the Japanese manhour advantage, but they also suggest that attempts to decompose development efficiency into an in-house piece and a supplier piece may miss the importance of the total development system linking assemblers and suppliers. If, as is the case in the Japanese auto industry, suppliers and assemblers have integrated their engineering activities, efficiency in one group depends on efficiency in the other.",0,
,Clark,83,"Further, it is the efficiency of the whole, not the parts, that matters, and the data suggest that the integrated system in Japan is highly efficient.",0,
,Clark,84,The ability of the Japanese firms to operate efficiently while using a larger fraction of unique parts is due in significant part to the capability of the supplier network.,0,
,Clark,85,"The field interviews conducted in this study underscore the importance of the supplier network. Especially among the U.S. firms, but also in Europe, one finds a move in the last few years toward greater use of suppliers for engineering work, and a significant change in the nature of supplier relationships.",0,
,Clark,86,"In the early stages of a program, for example, much of the work involves concept development and product planning. While some of the early exterior design work may be done by outside design firms, and while suppliers may have some involvement in planning, most of the early stage work is done in-house.",0,
,Clark,87,"The empirical work in this section is designed to establish the direction and magnitude of the scope-time relationship, and may shed some light on the relative importance of coordination costs and supplier capability",0,
,Clark,88,"Thus, any observed relationship between scope and planning time is likely to reflect coordination costs rather than the speed of the suppliers. Supplier capability may play a more important role in the engineering phase of the project where the bulk of the parts- related effort occurs.",0,
,Clark,89,"This may occur because certain tasks are common to all projects, are on the critical path, and have relatively fixed length independent of overall content.",0,
,Clark,90,"The results also suggest, however, that a modest part of the Japanese advantage in lead time comes from differences in product content; without the product content variables in the equation, the Japanese dummy has a coefficient of -18.6, with a standard error of 3.00.",0,
,Clark,91,This impact appears to be quite similar among different kinds of cars. Entering an interaction term between price and NH has little impact. The interaction term is insignificant and other estimates are not affected,0,
,Clark,92,These results present a picture quite similar to the one developed for engineering manhours.,0,
,Clark,93,"The supplier variable, on the other hand, appears to explain at least some part of the Japanese advantage.",0,
,Clark,94,"However, the size of the standard errors, and the sensitivity of the results to functional form, suggest caution about the size of the impact.",0,
,Clark,95,"Dividing overall lead time into a planning stage and an engineering stage provides additional insight into the effects of scope. Planning begins with concept study and ends with top management approval of the project; the post-approval stage begins with program approval, includes the bulk of the engineering work on the product and process, and ends with market introduction. ",0,
,Clark,96,"Coupled with the fact that the number of people increases, the broader set of issues means that more organizations need to be involved (and involved more intensively) in the planning process. Both of these effects could lead to the need for more, and more intense, communication linkages and thus more time to complete planning.",0,
,Danese,97,Customers expect new products even more quickly than before and in this environment a company must explore all available opportunities for shortening the time-to-market for new products.,0,
,Danese,98,"These authors do not explicitly address the impact on NPD time. Instead Lau et al. (2007, 2010), as well as considering the impact of product modularity on manufacturing capabilities (i.e. flexibility and customer service), take into account also product performance, measured in terms of customer satisfaction, achievement of sales and profit goals and profitability of products.",0,
,Danese,99,"In addition, some authors suggest that in order to better understand how companies can improve performances, product modularity, interfunctional integration and supplier involvement in the NPD process should be analyzed in a comprehensive way.",0,
,Danese,100,A moderator variable affects the direction and/or the strength of a relation between an independent and dependent variable.,0,
,Danese,101,"The aim of this study is twofold. On the one hand, it intends to investigate whether product modularity has a significant positive effect on NPD time performance.",0,
,Danese,102,"Modularity arises from the decomposition of a product into independent subassemblies/chunks and components, referred to as product modules.",0,
,Danese,103,"Even though the above-mentioned benefits of product modularity have been discussed by several researchers, there is rarely empirical evidence of these advantages.",0,
,Danese,104,"Suppliers’ involvement in the NPD process may range from simple consultation on design ideas and quality problems, to their active participation in product development projects (Fliess and Becker, 2006).",0,33.02%
,Danese,105,"In addition, including suppliers in producer’s NPD team and coordinating communication and information exchanges between producers and suppliers allow potential problems to be identified so they can be resolved up front, and thus reduce delays and ensure the project is completed on time.",0,
,Danese,106,"Instead, empirical research investigating the moderating effect of supplier involvement on the product modularity-NPD time performance relationship is lacking.",0,
,Danese,107,This collaboration between buyer and suppliers requires involving suppliers in the NPD process to reach an agreement over the design of the common product interfaces and exchange frequent feedbacks on prototype trials. ,0,
,Danese,108,Developing commercially successful new products requires analyzing market and technological possibilities and translating these into actual products.,0,
,Danese,109,"This entails creating knowledge which spans functional areas, with the aim of understanding customer needs, product capabilities and requirements, emerging trends, product feasibility, etc. In this way, potential problems and disagreements that could emerge during the NPD process are discussed and resolved earlier, in the first phases of the development process. ",0,
,Danese,110,"n fact, as explained before, in this case, coordination between different functions is needed to carefully evaluate product concept generation and system-level design, and to clearly define module functions and Interfaces.",0,
,Danese,111,"This study uses data from the third round of the high performance manufacturing (HPM) project data set. Data were collected during the 2005-2007 timeframe by an international team of researchers working in different universities all over the world and include responses from manufacturing plants operating in mechanical, electronic and transportation equipment sectors and located in different countries: Finland, the USA, Japan, Germany, Sweden, Korea, Italy and Austria.",0,
,Danese,112,"All plants represented different parent corporations, and had at least 100 employees. Each plant received a batch of questionnaires. The scales and objective items were assigned to multiple questionnaires and distributed to multiple respondents. In total 20 informants were involved in each plant (plant manager, HR manager, process engineer, NPD manager, etc).",0,
,Danese,113,"In order to raise measurement reliability, each questionnaire was administered to different respondents within each plant. ",0,
,Danese,114,"Within the research group, for each country, a group of researchers and a person in charge of data collection were identified. Each group had to provide assistance to the respondents, to ensure that the information gathered was both complete and correct.",0,
,Danese,115,"The items used in the present research are a subset of the whole HPM survey and were targeted to upper management, i.e. plant managers, process engineers or senior managers with responsibility in product development process. Respondents within each plant were specifically asked to give answers on the architecture of their products, NPD integration practices adopted and the performance obtained.",0,
,Danese,116,"A total of 244 plants returned the questionnaires. Given the purpose of this study, 55 of these were discarded since they provided incomplete responses on the items of interest, or did not perform internally NPD activities, and thus did not have an independent organizational structure for NPD.",0,
,Danese,117,"We verified that each plant had developed some new products in the previous five years, thus our study avoids taking into consideration those plants that rarely develop new or modified products.",0,
,Danese,118,The mean number of employees of the plants Modularity impact on NPD 1197 in the sample was 933.89 (number of hourly and salaried personnel). We use size (as well as industry) as a control variable later in the analysis to test whether this had any impact on NPD time performance.,0,
,Danese,119,"In order to test the unidimensionality of the different constructs, a principal component factor analysis by Varimax rotation was implemented.",0,
,Danese,120,"Together these tests indicate convergent validity. Finally, for each pair of constructs, we verified that the variance-extracted was higher than the square of the correlation estimate between the two constructs. This reflects high discriminant validity.",0,
,Danese,121,The mechanical sector was arbitrarily taken as the baseline/comparison group. ,0,
,Danese,122,"n addition, to address the problem of multicollinearity, we follow the procedure recommended by several authors, namely that of using mean-centered data in the independent variables (Jaccard and Turrisi, 2003). When the b-coefficient of the interaction term is statistically significant, and R 2 increases when this term is introduced in the model, the existence of a moderated effect is demonstrated.",0,
,Danese,123,"However, having a significant marginal effect for some values of the moderating variable is not particularly interesting if real-world observations rarely fall within this range.",0,
,Danese,124,"To further gain an intuitive understanding of the interaction effect between M and II, we computed and graphed the slope of NPD time performance on M at a few different values of II. ",0,
,Danese,125,This study provides a number of original implications on the role that product modularity and integration practices can play to reduce NPD time performance.,0,
,Danese,126,"On the other hand, the results found offer new insights on the importance of interfunctional integration in order to fully exploit the M-TP relationship. In particular, our analyses demonstrate that when the moderating effect of II on M-TP relationship is accounted for, there is a significant impact on TP of the interaction between M and II (see model 3 in Table IV).",0,
,Danese,127,"For instance, if the different teams of designers develop their modules autonomously, but there is no precise agreement on how each module should contribute to the overall function of the product, or on the goals of the NPD project (e.g. reducing product costs), it may happen that some modules must be redesigned several times during the NPD process, because they are not consistent with the project’s requirements, or because the project’s requirements change over time to take into consideration some additional advice/suggestions which had not been considered before.",0,
,Danese,128,"They found that in order to facilitate collaboration with suppliers and develop modular products, it is necessary to have one more level in multiple-tier supplier network and first and second tier suppliers should be local.",0,
,Huang,129,"However, the emphasis was only on design of individual parts for `producibility' and very little attention was given to the manufacturing and assembly processes.",0,
,Huang,130,"By using DFA, the estimated assembly time can be used as a guideline to find out the design changes that can lead to the reduction of the final cost.",0,
,Huang,131,"The implementations of DFA and DFM led to enormous benefits including  simplification of products, reduction of assembly and manufacturing costs, improvement of quality, and reduction of time to market. ",0,
,Huang,132,"Therefore, researchers begin to focus their attention on design for environment )Leonard, 1991), design for recyclability )Henstock, 1988), design for life-cycle )DFLC) )Alting, 1991; Ishii & Eubanks, 1993), etc. These studies are sometimes referred to as Design for X )DFX).",0,
,Huang,133,"Since the late 1990s, hundreds of papers have been published pertaining to DFX applications in Manufacturing.",0,
,Huang,134,"This makes it very difficult for one to locate all the information necessary for the application of DFX in manufacturing. A paper that can help researchers and practitioners applying this emerging technology is highly desirable. The objective of this paper is to present the concepts, applications, and perspectives of DFX in manufacturing, thus providing some guidelines and references for future research and implementation.",0,
,Huang,135,"Engineering design is a process of developing a system, component, or process to meet desired needs. It is a decision making process in which basic sciences, mathematics, and engineering technologies are applied to convert resources optimally to meet a stated objective.",0,
,Huang,136,These activities were completed in a sequential manner with no feedback given to the designer.,0,
,Huang,137,"To solve this problem, two approaches are used to help the designer reducing the product cost after a design is completed. They are value engineering and producibility engineering.",0,
,Huang,138,"Value engineering is primarily concerned with product function and costs. Producibility engineering, on the other hand, assures that product speci®cations can be met with available or potentially available techniques, tooling, and test equipment at costs compatible with the product's selling price.",0,
,Huang,139,"By using value and producibility engineering, design engineers attempt to optimize the design to maximize the profit of accomplishing intended functions. However, three problems are encountered in the traditional manufacturing system using value and producibility engineering.",0,
